ID,지역코드,이름,주소,위도,경도,개요,영업시간,대표메뉴,이미지
1048,10,강복궁,"경상남도 창원시 성산구 마디미동로 54(상남동),SM빌딩 2층 201호",35.219386608,128.6834394752,"창원 상남동에 있는 맛집이다. 매콤한 갈비찜을 하며, 세계 최초 특허를 받은 찜갈비이다. <br>(정보제공자: 창원시청)",매일 11:30 ~ 22:00<br>일요일 11:30 ~ 21:00,갈비찜,https://ldb-phinf.pstatic.net/20210924_65/16324529120098Qh7P_JPEG/Uz1L2jTb3MFiuzdgeWz_GFiQ.JPG.jpg
1049,10,개성순대주식회사,"경상남도 창원시 마산합포구 가포로 686(덕동동), 지상1층",35.1405490557,128.5757954427,한옥 양식으로 지은 건물이 주변 환경과 어우러져 고즈넉한 느낌이 드는 순대전문점이다. 돼지 선지를 빼고 살코기를 넣어 만든 특색 있는 순대 요리를 선보이고 있다.,10:00 ~ 21:20,모듬순대,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=75440d4e-e317-4dc1-878c-f8b06f9a885e
1050,10,경호강메기탕,경상남도 창원시 의창구 창이대로85번길 5,35.2401169692,128.6480420066,"창원에 위치한 메기탕집이다. 메기탕 외 여러 민물고기 탕류를 맛볼 수 있다.
(정보제공자: 창원시청)",11:30 ~ 21:00,매기매운탕,http://imgnews.naver.net/image/468/2021/02/17/0000743623_001_20210217104503219.jpg
1051,10,곰달청기와,경상남도 창원시 의창구 의창대로 51-7,35.2563171634,128.6060341289,"창원에 위치한 설렁탕집이다. 메뉴로는 설렁탕, 곰탕, 도기곰탕 등 탕류가 준비되어 있다. (정보제공자: 창원시청)",09:00 ~ 09:30,설렁탕,https://ldb-phinf.pstatic.net/20210409_82/1617936238677gpt6F_JPEG/_B5fLPg7sOCOYs44wpJ9JnFW.jpeg.jpg
1052,10,코아양과,경상남도 창원시 마산합포구 불종거리로 28,35.2068360778,128.5767491343,"창동을 대표하는 빵집인 코아양과는 오랜 전통의 개인 빵집이다. 불종거리에 위치하여있으며, 예전부터 창동의 ‘약속 장소’로도 유명하다. 이 집의 대표 빵인 옥수수 식빵을 비롯해 단팥빵, 곰보빵, 크림빵 등 추억의 빵들과 함께 현대적인 맛의 빵도 선보인다. 다양한 종류의 케이크도 맛볼 수 있다.<br>",08:00 ~ 23:00,옥수수식빵 / 연유바게트,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/3267_1462683539542996.jpg
1053,10,갈비명가 소반,경상남도 창원시 의창구 의창대로70번길 1,35.2573309774,128.6081672485,"※ 영업시간 11:30 ~ 22:00

경상남도 창원시 창원역 앞에 위치하고 있는 음식점이다. 창원시 의창구 음식점 위생등급 AAA 업소이며, 1층에 넉넉한 규모의 전용 주차장이 완비가 되어있어 보다 편리하게 이용할 수 있다. 인근 공영주차장과 협력하여 만차 시에도 불편함 없는 서비스를 제공하고 있다. 소반에서 제공되는 모든 음식은 직접 제조하여 판매하고 있다.",11:30 ~ 22:00,양념갈비살 / 꽃갈비살,http://imgnews.naver.net/image/5095/2019/04/26/0000520105_001_20190426191206098.png
1054,10,브라운핸즈 마산점,경상남도 창원시 마산합포구 가포순환로 109(가포동),35.1741258216,128.5745890909,브라운핸즈는 과거 버스 차고지 겸 정비소를 업사이클링 복합 문화 공간으로 재탄생시킨 곳이다. 버스 정비소의 모습을 고스란히 유지하여 빈티지한 느낌을 살렸다. 카페 내부의 모습을 감상하는 재미가 쏠쏠하며 또한 외부의 탁 트인 바다 전망이 야경으로 그만이다. 주말에는 연인들의 데이트 코스로써 인산인해를 이룬다.,10:00 ~ 22:00,바닐라카페라떼,https://ldb-phinf.pstatic.net/20210328_185/16169145242552FQIB_JPEG/umZWoPyYti0ock-0sNyTon6B.jpg
1055,10,이코이샤브샤브,경상남도 창원시 진해구 충장로657번길 40,35.1307081201,128.7083063662,"휴식을 뜻하는 '이코이'는 가족을 위해 음식을 만드는 마음으로 좋은 재료를 이용하여 정성스럽게 요리한다. 이코이샤브샤브는 크게 육고기 샤브샤브와 해물샤브샤브로 구분된다. 육고기 샤브샤브는 한우, 호주산 청정우, 돼지고기, 양고기, 닭고기가 주된 메뉴이며 해물 샤브샤브는 피조개, 쭈꾸미, 흰다리새우 ,키조개관자가 주된 메뉴이다. 육고기 및 해물 샤브샤브를 주문하면 업소에서 직접 만드는 수제 닭쓰미레 (닭의 다리살과 가슴살을 분쇄하여 잘게 썬 당근, 연근, 양파, 파 등을 배합하고 생강을로 향을 낸 닭고기 완자) 와 수제 찰떡유부주머니(국내산 찹쌀을 떡 형태로 만들어 고다 모짜렐라 치즈를 넣어 만든 주머니), 두부(100% 콩으로 만든 두부), 알감자 만두 등과 야채가 세트로 나간다. 또한 직접 재배한 무농약(배추, 무, 쑥갓, 치커리 등 8종) 야채를 사용하고 있으며 국내 업소 중 처음으로 야채 50도 세척법(효능 - 1. 도가 올라가고 보존성이 높아진다, 2. 재료의 오염물과 세균이 없어진다, 3. 야채 본연의 단맛이 증가한다)을 도입하여 최적의 야채를 제공한다. 그리고 육수 종류에 따라 면(사누끼 우동면, 소바면, 라멘)이 제공되며 마지막에 죽이 나와 손님에게 맛의 즐거움을 제공한다. 식후 차 한 잔 여유를 위해 무료로 디저트 바를 마련하여 직접 재배하는 제철 과일, 고급 케이크 및 비스킷을 비롯하여 각종 차와 원두커피를 제공하고 있다.",11:30 ~ 21:30 <br />브레이크타임 15:00 ~ 17:00(주말 제외),한우샤브샤브,http://post.phinf.naver.net/MjAxODA4MTFfMTY5/MDAxNTMzOTU1MDM1OTQ4.TxAKCmgnBo94ePD3mDyWME-CUHo7Kg8D2X0N51aHi8wg.jMwswC33PFVQ4xk4bqdB-6nMUYXIxGIc2GSQd4tjF8sg.JPEG/Ix4JLwVX7nYpvOQSTPVqktatMbwU.jpg
1056,10,대풍갈비살,경상남도 창원시 성산구 마디미서로 46,35.2214891135,128.6814507032,"창원시에 위치한 30년 한우집이다.
(정보제공자: 창원시청)",11:00 ~ 23:00 (전화문의),소고기,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e371c68b-2513-49f4-9d52-ba2794222acc
1057,10,동문설렁탕,경상남도 창원시 마산합포구 용마로 82,35.2202485687,128.582703808,"창원에 위치한 곰탕, 설렁탕집이다. (정보제공자: 창원시청)",07:30 ~ 21:00,설렁탕,https://img.siksinhot.com/place/1453031134391316.jpg?w=640
1058,10,마당있는집,경상남도 창원시 진해구 냉천로 149-7,35.1560775627,128.7119053677,"경상남도 창원시 진해구에 위치한 마당있는집은 한국적인 음식을 맛깔나게 만들어 내는 음식점이며, 남녀노소 누구나 좋아하며, 부모님과 함께하기에 매우 좋은 음식점이다.<br>",11:30 ~ 21:00,한우 특수부위,http://post.phinf.naver.net/MjAyMjA2MDhfMjQ1/MDAxNjU0NjYzMjc2NzI0.6ZLW-3W8ug0NnMI7TA_pyS1aUwnlZkcd-bKnkOrPMW4g.5GIeAb3Y2nnEpDDOhz8h9gcm59YqJC66DFUW1Svk2T0g.JPEG/InP480osVodTJrHlEVQnW3ZRm0kk.jpg
1059,10,뽕네프반점,경상남도 창원시 마산합포구 가포로 704,35.1395102558,128.5742733813,"뽕네프반점의 모든 음식은 기본이 불맛이다. 다른 짬뽕집과 차별화된 점은 사골육수를 베이스로 한 기본 육수와 해물이 들어간 홍합육수, 버섯맛 국물을 기본 베이스로 하는 국물맛이다. 무려 세 가지 육수로 요리하며 손님의 건강을 생각해 7~8가지의 버섯을 사용한다. 일반 중화요리를 벗어나 새로운 퓨전 중식을 만나보고 싶다면 뽕네프반점에 들러보는 것이 좋겠다.<br>",11:00 ~ 21:00,뽕네프 짬뽕 / 뽕네프 차돌 짜장면,http://post.phinf.naver.net/MjAxNzAyMDdfMzcg/MDAxNDg2NDQzMDcwNDI2.61h879ftyBQNUluah0lQp9r40S87GqxgOE4mHQNub2Ug.0QwwGYlCJwT73HsJC8VIZKLqcdd4ccdDa-Mnic4HIzsg.JPEG/IqPlCYdca2eXRX0-YVom6-VvUSFI.jpg
1060,10,[백년가게]화성갈비,경상남도 창원시 마산합포구 오동서7길 36,35.2077581838,128.5760491705,"[중소벤처기업부 2018년도 '백년가게'로 선정] 42년 전통의 한우 갈비 전문점으로 창원시가 지정한 맛집이다. 대표메뉴 '소갈비'는 자체 개발한 소스로 재워 달큼하면서도 고소한 맛이 일품. 고기가 푸짐하게 들어간 '갈비탕'도 한끼 식사 메뉴로 큰 인기. '모범업소', '착한가게스토리' 지정 등 오랜 사랑을 받은 만큼 대표자의 신의를 지키려는 노력도 돋보인다.<br>
정보제공 : 소상공인협회 (Tel : 042-363-7981)<br>",12:00 ~ 21:00,한우갈비,http://post.phinf.naver.net/MjAxOTAxMjNfMjU0/MDAxNTQ4MjMwMTQyMzQy.cvEdaFrks9mnp9nfMsCUn74bQMqTaNq9R2iG8-6xyvwg.kxB5gfKE8EPyYmJpbeeDxIRWGXuHAnBNdDMbrlSFU8Ag.PNG/IitIv1c06iCen2UOl9AHQ33a_GyA.jpg
1061,10,고구려,경상남도 창원시 마산회원구 두척1길 27(두척동),35.2374181197,128.5417430371,"현대적인 시설을 갖춘 30여년 축산전문기업 (주)산에들 우리축산에서 직영으로 운영하고있는 한우전문점 고구려는 250여평 규모에 250명을 동시에 행사를 치를 수 있으며 좋은가격으로 프리미엄 육질의 맛을 볼 수 있는 한우전문점이다. 한우 외에도 인기메뉴인 영양 왕갈비탕은 개운하고 깔끔한 국물과 질기지않고 부드러운 갈비맛 또한 일품이다. 고구려는 최상급 한우는 물론이며, 직접 기른 각종 채소로 고객들에게 제공하며, 쌀, 김치, 모든채소들은 국내산만 사용한다. 철저한 한우 이력제를 통해 항상 바른 먹을거리를 제공하고 남은 음식 재사용안하기 공개업소로서 당당히 주방을 실시간 공개하여 고객들의 믿음을 주고있다. 고구려는 무학산 둘레길을 끼고있어 등산객들의 발걸음을 잡고 있다.<br /><br /><출처 : 창원관광><br>",10:30 ~ 22:00,소고기,https://ncache.ilbe.com/files/attach/new/20210603/377678/409446070/11346324264/ea5a638d6a4e332d4e447be298871ab6_11346324366.png
1062,10,백두봉삼계탕,경상남도 창원시 마산합포구 문화동로 11,35.1880768318,128.5634508006,(정보제공자: 창원시청),10:00 ~ 22:00,삼계탕,http://post.phinf.naver.net/MjAxOTA2MjFfMTI0/MDAxNTYxMDc5NDE3NTMz.H6mxFwzdMyxv-TpqcS4DyaOxmPcH_Q1G4BGQHJOxgQkg.2S-58MqGpAmrqUVgMn6JLV_exNMQ_ElO0oHzUFGgxmsg.JPEG/IWHjABUxtOQKradaJplYrVPav8Uw.jpg
1063,10,백두산숯불갈비,경상남도 창원시 마산회원구 산호천동길 38,35.2281310638,128.5852922583,(정보제공자: 창원시청),11:30 ~ 22:00,왕갈비,http://post.phinf.naver.net/MjAxNzA2MjFfNjkg/MDAxNDk4MDI5MTYyOTY4.4jf_tizvqvw8VBsEDRD5m4MCFJUFMMiVZbg3FZqRswwg.mTCfzK6q03X8y8_lbP_i5mW5pytx1Fb-mUolqm5MsR4g.JPEG/IOZWag5hXK5iQSswvW-hTW7Hlbmc.jpg
1064,10,봉림정,경상남도 창원시 의창구 창원대로363번길 22-17,35.2374976832,128.6405760631,"오랜 세월동안 음식은 사람을 위한 것이라는 철학으로 메뉴를 정직하게 만들고 있는 곳이다. 넓은 실내홀과 룸을 갖추고 있다. 불고기 정식은 옛날부터 전해오는 방식대로 만드는 우리 고유의 음식으로서 부드럽고 달콤하며, 한우 육향이 물씬나는 고기맛과 반찬 하나 하나 정성이 가득하고 깔끔하게 한 상 차려진 밥상을 대하면 즐거움이 솟는다. 특히 한우 불고기정식, 불고기전골, 흑돼지삼겹살, 한우 갈비살&꽃등심, 꼬리곰탕 도가니탕이 유명하다.
(정보제공자: 창원시청)",10:30 ~ 22:00,한우 불고기정식,"https://mp-seoul-image-production-s3.mangoplate.com/114136/606733_1479683157792_7879?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1065,10,석정원숯불갈비,경상남도 창원시 마산합포구 오동동14길 28,35.2047863881,128.5811710251,창원에 위치한 돼지갈비 전문점이다. 참숯에 구워 영양과 맛이 뛰어나다. (정보제공자: 창원시청),11:00 ~ 22:00,돼지갈비,http://post.phinf.naver.net/MjAxNzA1MzFfNzYg/MDAxNDk2MjIyMjkzNDQx.pw6vrEY3DknIkCNZA8oWszweXw7H6uG2DFd3XWCry_Eg.LPDBmJrfBSYcuLpoHaa19XUK8zQF0VkCJmravHCisfYg.JPEG/I8bYNwPdt8C0ujhDsi-rbGgHonkE.jpg
1066,10,석청,경상남도 창원시 진해구 이동로40번길 24(이동),35.1487781243,128.6977956847,"정성이 담긴 음식과 편안한 휴식공간을 제공하는 '석청' 은 한우생고기, 돼지고기, 외식명가로서 최고의 재료를 엄선하여 푸짐하고 정갈한 음식으로 많은 사랑을 받고 있는 음식점이다.<br>",10:00 ~ 22:00,소고기,http://post.phinf.naver.net/MjAyMTA5MTJfMjky/MDAxNjMxNDQzMjEyNTEz.Rfg_bEt6mZiYYd_8vPJn-d88OekUkHF1mUiIxq--DNsg.Dg4eR2yC_NeZLnyRBj5LQ6neeyiiW6isx_pr9NuBx3Ag.JPEG/Il2sCpWxm0I7WTufvaEFoNuUUWsA.jpg
1067,10,섬마을,경상남도 창원시 진해구 자은로78번길 30(자은동),35.1497837836,128.7096501791,(정보제공자: 창원시청),10:00 ~ 21:30,해물칼국수,https://modo-phinf.pstatic.net/20210729_272/1627534825981nhAE2_JPEG/mosagU574j.jpeg
1068,10,비비돈가스,경상남도 창원시 의창구 평산로135번길 21,35.2556147127,128.6196773999,"창원 최대 생고기 수제 돈가스 전문점으로 한돈인증점이며 창원시맛집으로 선정됐다. 고기는 특허받은 국내산 1등급 생고기를 144시간 숙성하고 소스는 과일, 채소, 허브 등의 재료를 장시간 정성껏 끓이고 숙성시켜 만들어 영양이 풍부하다. 신선한 재료들과 직접 만든 각종 소스를 제공한다. 또한 약고추장 비빔밥을 무료로 제공하고 있다.","11:00 ~ 20:30 (브레이크타임 15:00~16:30, 주말 및 공휴일은 종일영업)",돈가스,"https://mp-seoul-image-production-s3.mangoplate.com/226106/832574_1575801615187_35400?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1069,10,성산명가,경상남도 창원시 성산구 마디미로63번길 7,35.2192032807,128.6826395501,"빛나는 땅 창원의 명소 성산명가는 가족을 모시는 마음으로 정직한 음식, 정직한 서비스, 정직한 분위기로 고객 여러분께 변함없는 정성으로 다가갈 것을 약속한다.<br>(정보제공자: 창원시청)",11:30 ~ 22:30,소고기,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2acd650b-3819-4d6e-a101-93dfc32ae0a5
1070,10,송원왕갈비,경상남도 창원시 진해구 용원동로 310(용원동),35.1002052771,128.8220083904,(정보제공자: 창원시청),11:00 ~ 22:00(일요일 11:00 ~ 21:00),소고기,https://ldb-phinf.pstatic.net/20200425_96/15877943790658OtAG_JPEG/25KavZqKKI83j-1hGoxbndPp.jpg
1071,10,수어지,경상남도 창원시 진해구 동진로 55,35.1520722735,128.7018619079,창원에 위치한 게요리집이다. (정보제공자: 창원시청),10:00 ~ 22:00,대게,http://shop1.phinf.naver.net/20210617_225/1623898179937jGjfJ_JPEG/6zt5n7y_20215241047720416.jpg
1072,10,신라아구찜,경상남도 창원시 진해구 진해대로874번길 5-21(석동),35.150450315,128.706361559,경남 창원 진해구에 위치한 신라아구찜은 매콤하고 부드러운 아구찜이 일품인 곳으로 지역민들이 많이 찾는 맛집이다.<br>,10:00 ~ 22:00,아구해물찜,https://ldb-phinf.pstatic.net/20150831_185/14410295448633KShz_JPEG/96458573226565_6.jpg
1073,10,아라횟집,경상남도 창원시 마산합포구 어시장9길 84(남성동),35.2023449282,128.5774269733,"거제, 통영에서 들어오는 신선한 회를 먹을 수 있는 아라횟집은 정갈하고 푸짐한 반찬과 계절마다 철에 맞는 특미를 먹을 수 있는 곳이다. 회와 같이 나오는 요리들도 맛있으며, 해초와 함께 싸서 먹으면 바다의 향과 맛을 모두 느낄 수가 있다.<br>",10:00 ~ 22:00,생선회,https://ldb-phinf.pstatic.net/20200716_289/1594887710044Svh4g_JPEG/2dwfVDqU14HV2j6YRmgv3PzG.jpg
1074,10,약수터가든,경상남도 창원시 마산회원구 회성서1길 11(회성동),35.2348796949,128.5515950224,약수터가든에 방문하면 도심 속에서 전형적인 농촌 분위기를 느낄 수 있으며 넓은 주차장과 단층으로 지어진 양옥에 여러 사이즈의 방과 별실을 마련하여 인원에 맞게 자리할 수 있다.,11:00 ~ 22:00,한우생갈비살,https://modo-phinf.pstatic.net/20210430_209/1619762792656fjlvg_JPEG/mosaq8rOvk.jpeg
1075,10,원조꽃게탕,경상남도 창원시 성산구 외동반림로130번길 54,35.2274105891,128.6769620461,창원시 중앙동에 위치한 꽃게탕 전문점으로 자연산 돌게를 주문 즉시 조리하여 제공하고 있다.,11:00 ~ 03:00,꽃게탕,"https://mp-seoul-image-production-s3.mangoplate.com/113588_1420643210462?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1076,10,자생오리원,경상남도 창원시 의창구 대봉로26번길 23(봉림동),35.2515438599,128.6698064624,경상남도 창원시 봉림동에 위치한 자생오리원은 깔끔한 기본 상차림과 부드러운 오리고기의 조합이 환상적인 식당이다.<br>,10:00 ~ 22:00,오리고기,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0a295c4f-e198-4c41-876d-2bac7a224c23
1077,10,주남오리알,경상남도 창원시 의창구 동읍 주남로 93-21,35.3051268428,128.6760072453,"경상남도 창원 주남저수지 인근에 위치한 곳으로 여름철 지친 몸을 달래기 위한 오리요리가 일품인 음식점이다. 남녀노소, 부모님과 함께 식사하기에 매우 좋은 곳이다.",11:30 ~ 20:40 (전화문의),오리숯붉구이,https://i.pinimg.com/736x/ec/bf/cd/ecbfcdf8ea49c14cf2fcfcd6682bd69f.jpg
1078,10,진고려삼계탕,경상남도 창원시 마산회원구 양덕로 163(양덕동),35.2325749575,128.5824729405,"경남 창원시에 위치한 진고려삼계탕은 언제나 보약을 달인다는 생각으로 정성을 가득담아 삼계탐을 만들고 있으며, 신선한 재료와 정직함을 무기로 최선을 다해 손님을 대접하고 있다.<br>",10:30 ~ 21:30,고려삼계탕,https://ldb-phinf.pstatic.net/20210606_194/16229542322900PJE5_JPEG/k22vKKAlJwLKlf_XibwcNeFb.jpg
1079,10,진해농협한우정,경상남도 창원시 진해구 진해대로776번길 28(석동),35.1566383599,128.6981065567,경상남도 창원시 진해구에 위치한 진해농협한우정은 저렴한 가격에 최고급 한우를 맛볼 수 있는 식당이다.<br>,10:00 ~ 22:00,한우구이,
1080,10,청기와꽂게장,경상남도 창원시 의창구 상남로 214,35.2306215648,128.6892942154,(정보제공자: 창원시청),10:00 ~ 22:00,꽂게장,
1081,10,판문점(합포구),경상남도 창원시 마산합포구 문화의길 8(오동동),35.2071722054,128.5797377525,"경상남도 창원시 마산합포구에 위치한 한우숯불구이 맛집 판문점은 오랜시간 신뢰와 정직함을 바탕으로 맛을 이어가는 명품 숯불구이 전문점이다. 지역민들 사이에서도 많은 사랑을 받고 있으며, 중소벤처기업부가 지정한 백년가게로 믿고 먹을 수 있는 곳이다.<br>",10:00 ~ 22:00,소고기,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=73c5c198-55e0-49da-8cc7-9fc622a22398
1082,10,푸주옥,경상남도 창원시 의창구 용지로 257(용호동),35.2364486546,128.6874581072,(정보제공자: 창원시청),08:00 ~ 22:00,설렁탕,https://mp-seoul-image-production-s3.mangoplate.com/489121/2133668_1654250087741_61210
1083,10,하늘정원,경상남도 창원시 성산구 안민로117번길 26(안민동),35.1876986312,128.6907841345,"농장과의 직거래를 통해 제주 흑돼지를 저렴한 가격에 맛볼 수 있는 곳이다.
쫄깃하고 고소한 흑돼지만큼 남녀노소 즐길 수 있는 양고기도 인기이다.",11:00 ~ 22:00,제주흑돼지오겹살,http://post.phinf.naver.net/MjAyMTEwMTNfMTM2/MDAxNjM0MDk0NTU5MjY3.sjRHGf5yGkuimb9ltPtsic7_zhpxEfm14bmq_TpRGr4g.gvyj6CVuMs_tW59qVHezpl_jEdm0b0oa4CpdgF7JpOwg.JPEG/IGt95QxYu-VCl0AcIlk60e3nl304.jpg
1084,10,한옥산에산에,경상남도 창원시 마산합포구 완월북10길 5-1(완월동),35.1982394869,128.5583398625,"경남 창원시 마산합포구에 위치한 산에산은 전통 민속음식 점으로, 홍어삼합, 과메기, 해물파전, 흑멧돼지 국밥 등 다양한 향토음식과 계절음식을 즐길 수 있는 식당이다.<br>",11;00 ~ 24:00,흑돼지국밥,http://imgnews.naver.net/image/5163/2021/03/02/0000241107_001_20210302102229459.jpeg
1085,10,한우천하통일,경상남도 창원시 마산합포구 진전면 팔의사로 255,35.1308659542,128.3742744218,"경상남도 창원시 마산합포구에 위치한 한우천하통일은 최상위등급/상위등급 한위만 취급하는 한우 전문점이다. 가게 앞쪽에 작은 정원이 있어 식사를 끝내고 커피한잔 마시기에 좋은 공간도 마련되어 있다.
(정보제공자: 창원시청)",09:00 ~ 21:00,한우스페셜,http://cfile221.uf.daum.net/image/237A9A3551D4378E2BF002
1086,10,한우촌,경상남도 창원시 마산합포구 해안대로 416,35.2058640971,128.5840485223,"창원에 위치한 25년 전통 한우 저염약선발효음식 전문점이다. 
(정보제공자: 창원시청)",11:00 ~ 23:00,소고기,https://cdn.ppomppu.co.kr/zboard/data3/2017/0607/20170607120252_ccstygxr.jpg
1087,10,[착한가게] 낙동추어탕,경상남도 창원시 성산구 대정로35번길 4-1(가음동),35.2078909442,128.6981523904,경상남도 창원시 성산구에 위치한 낙동추어탕은 추어탕을 전문으로 하는 음식점으로 국산 미꾸라지를 사용하는 오래된 숨겨진 맛집이다.<br>,,추어탕,
1088,10,[착한가게] 오리둥지,경상남도 창원시 의창구 용지로 145(용호동),35.2284994183,128.6803950503,정보제공 : 창원시청 (Tel : 055-225-3698)<br>,,오리탕정식,http://shop1.phinf.naver.net/20220315_89/1647306354933s8rrm_JPEG/48442250648874506_220109908.jpeg
1089,10,달빛라운지,경상남도 창원시 성산구 두산볼보로 55,35.1900606917,128.6047693598,"달이 주는 사랑, 만남의 상징처럼 마음의 정화와 행복한 시간을 만드는 특별한 카페 '달빛라운지' 로 기존 카페와 차별화 된 고급원두, 수제청을 제공하여 커피 그 이상의 가치를 준다.",07:30-17:30,핫도그,http://shop1.phinf.naver.net/20220424_208/1650762231718nXxJQ_JPEG/51898130422708941_1661228664.jpeg
1090,10,풍년활어횟집,경상남도 창원시  어시장8길 (68),35.2022949167,128.5764853905,"마산어시장에 위치해 싱싱하고 맛 좋은 해산물과 활어회를 제공한다. 겨울에 킹크랩 철이 되면 찾는 이들이 더욱 많아진다. 함께 곁들일 밑반찬도 푸짐하고, 포장도 깔끔하여 포장 손님도 많다.",09:00 ~ 22:00,모듬회,https://ldb-phinf.pstatic.net/20180404_124/1522828382576zCcar_JPEG/s431PzQJPsGjQT-J4SmZQvkM.jpg
1091,10,[착한가게] 구구장어구이,경상남도 창원시 성산구 외동반림로126번길 57-1,35.2272106132,128.6770398222,"경남 창원시 성산구에 위치하고 있는 구구장어구이는 장어구이 전문점이다. 장어에는 뮤신과 콘 드로이친 성분이 풍부하게 함유되어 있어 원기회복에 탁월한 효능이 있다. 
더욱이 구구장어구이의 장어는 크고 맛이 좋아 오랜 단골 손님들이 많다.
정보제공 : 창원시청 (Tel : 055-225-3698)",전화문의,장어구이,http://shop1.phinf.naver.net/20160712_166/jccomcom_1468333776034v5bpd_JPEG/74954807945215292_-1222109763.jpg
1092,10,[백년가게]불로식당,경상남도 창원시 마산합포구 남성로 137,35.2053640171,128.5765436359,"[중소벤처기업부 2018년도 '백년가게'로 선정]<br /><br />1965년부터 2대째 운영중인 마산, 창원지역에 유명한 한식당이다. 직접 담근 장과 젓갈, 직접 재배하는 채소로 고유의 맛을 낸다. 해산물이 풍부한 마산의 장점을 반영해 해산물을 중심으로 나오는 한정식 메뉴가 대표 메뉴이며 생선국, 장어국 등 향수를 부르는 점심메뉴가 있다. 푸짐하지만 저렴한 가격으로 오랜 단골이 많다.<br>",11:30 ~ 21:00,한정식,http://imgnews.naver.net/image/5184/2019/06/30/0000224501_001_20190630223643711.jpg
1093,10,[백년가게]미진과자점,경상남도 창원시 진해구 충장로130번길 4,35.1518549808,128.6660817024,"[중소벤처기업부 2019년도 '백년가게'로 선정]<br /><br />진해 군항제에 다녀온 사람이라면 여행 선물로 진해 특산품인 벚꽃 빵을 추천할 것이다. 미진과자점은 42년째 가업을 이어오며 진해에서 가장 오래된 빵집으로 알려져 있는데, '진해제과'와 벚꽃 빵, 벚꽃 롤, 벚꽃 꿀 마들렌느 등을 공동 개발하여 독창적인 상품을 선보이고 있다. 벚꽃 빵은 실제 벚꽃 진액과 벚꽃 앙금을 주원료로 만들었기 때문에, 벚꽃 모양의 빵을 한 입 깨어 물으면 핑크색 앙금과 함께 풍부한 향과 맛을 즐길 수 있다.<br>",07:00 ~ 22:00,벚꽃꿀마드레느,http://imgnews.naver.net/image/5217/2019/11/26/0000149960_026_20191126043629258.jpg
1094,10,[백년가게]진해제과,경상남도 창원시 진해구 중원로 45,35.1482747031,128.6592629495,"[중소벤처기업부 2019년도 '백년가게'로 선정]

진해제과는 36년 전통의 진해를 대표하는 제과점으로 입소문 나 있으며, 모양만 벚꽃이 아닌 벚꽃향이 나는 진해 특산품 ‘벚꽃빵’을 미진 과자점과 공동 개발하였다. 벚꽃빵은 실제 벚꽃 진액과 벚꽃 앙금을 주원료로 만들었으며, 분홍 앙금과 벚꽃 모양으로 보는 재미도 쏠쏠하다. 벚꽃 향기가 살짝 나는 아주 부드러운 벚꽃 아이스크림도 연인과 벚꽃길을 걸으며 먹어보길 추천한다.",08:30 ~ 22:30,벚꽃빵,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fac1343f-8a1f-429a-9d52-32fc69fb8f64
1095,10,팥이야기/그집팥이야기,경상남도 창원시 진해구 편백로 18-2(창선동),35.1494356617,128.6580296929,"벚나무 가로수가 우거진 한적한 도롯가에 일제강점기 때 지어진 건물이 눈에 띄는데, 바로 식당 건물이다. 가게로 들어서면 오래된 서까래에서 풍기는 앤티크한 분위기가 먼저 시선을 사로잡는다. 커피를 주메뉴로 판매하는 카페로 시작했지만, 점차 팥빙수와 팥죽이 유명세를 치르면서 팥 음식 전문점으로 재탄생하였다. 저렴한 가격에 옛 맛 그대로의 팥빙수와 단팥죽을 즐길 수 있다. 식당에서 직접 끓여낸 팥에 간 얼음과 우유만 넣어 만드는 팥빙수는 팥 본연의 맛을 잘 살려낸 깊은 풍미로 미각을 자극한다. 추억의 맛을 찾는 사람들의 발길이 끊이지 않는 이유다.","평일 11:00 - 21:00, 주말 11:00~19:00","팥빙수, 단팥죽",http://tong.visitkorea.or.kr/cms/resource/10/2775710_image2_1.jpg
1096,10,카페 베르다드,경상남도 창원시 마산합포구 회원천북길 491 산호  베스티움,35.208980373,128.5818041902,카페 베르다드는 창원 마산합포구에 위치해 있으며 계절에 따라 디저트의 종류가 다르다.<br>직접 만들어 더욱 맛있으며 아기자기한 디자인이 매력적이다.<br>단호박찰떡크럼블이나 크리미카노 등 참신한 메뉴가 다양하여 새로운 맛을 도전하는 재미를 준다.,11:00-21:00,디저트,http://post.phinf.naver.net/MjAxNjExMTlfODcg/MDAxNDc5NTIwNTk2OTEx.N64_9KEdXVFRMW8wHAHNWO9XX5cmoooqzPzs5CIYn0Eg.6t4_ClBhc2Hly8sZzHRO_IKp4DumCwmdyAtjQxm7huYg.JPEG/InCcb6rRCsC_lCX1YnEFtM6CD9w0.jpg
